m,re_key,qu_1,m_1,unit_1,qu_2,m_2,unit_2,lookups_item_key,l_p,s,r,url,finalMap,
<_sre.SRE_Match object at 0x000000000B97C770>,st,CD ,,CD ,None,None,None,"(?P<unit_1>(?P<qu_1>CD ?)+?(?P<m_1>NNS? ?)*?){1,1}(?P<item>(JJ ?)*? (VB(D|N|G|P)? ?)*?(NNS? ?)+?){1,1}",CD JJ JJ NN,1 tbsp olive oil,1 tbsp olive oil,https://theflexitarian.co.uk/recipe-items/super-healthy-summer-salad-bowl-creamy-avocado-basil-dressing-vegan/,[{'itemprop': 'recipeIngredient'}],
,,None,None,None,None,None,None,,NN NN,salt  pepper,salt  pepper,https://theflexitarian.co.uk/recipe-items/super-healthy-summer-salad-bowl-creamy-avocado-basil-dressing-vegan/,[{'itemprop': 'recipeIngredient'}],
,,None,None,None,None,None,None,,NNS,toppings,toppings,https://theflexitarian.co.uk/recipe-items/super-healthy-summer-salad-bowl-creamy-avocado-basil-dressing-vegan/,[{'itemprop': 'recipeIngredient'}],
,,None,None,None,None,None,None,,JJ NN IN NN NNS,small handful of cherry tomatoes,small handful of cherry tomatoes,https://theflexitarian.co.uk/recipe-items/super-healthy-summer-salad-bowl-creamy-avocado-basil-dressing-vegan/,[{'itemprop': 'recipeIngredient'}],
<_sre.SRE_Match object at 0x000000000B97C770>,st,CD ,,CD NNS,None,None,None,"(?P<unit_1>(?P<qu_1>CD ?)+?(?P<m_1>NNS? ?)*?){1,1}(?P<item>(JJ ?)*? (VB(D|N|G|P)? ?)*?(NNS? ?)+?){1,1}",CD NNS NNS,8 kalamata olives,8 kalamata olives,https://theflexitarian.co.uk/recipe-items/super-healthy-summer-salad-bowl-creamy-avocado-basil-dressing-vegan/,[{'itemprop': 'recipeIngredient'}],
,,None,None,None,None,None,None,,JJ NN IN JJ NNS,small handful of pumpkin seeds,small handful of pumpkin seeds,https://theflexitarian.co.uk/recipe-items/super-healthy-summer-salad-bowl-creamy-avocado-basil-dressing-vegan/,[{'itemprop': 'recipeIngredient'}],
,,None,None,None,None,None,None,,JJ NN IN JJR NNS,small handful of sunflower seeds,small handful of sunflower seeds,https://theflexitarian.co.uk/recipe-items/super-healthy-summer-salad-bowl-creamy-avocado-basil-dressing-vegan/,[{'itemprop': 'recipeIngredient'}],
,,None,None,None,None,None,None,,JJ NN IN JJ NN NNS,small handful of shelled hemp seeds,small handful of shelled hemp seeds,https://theflexitarian.co.uk/recipe-items/super-healthy-summer-salad-bowl-creamy-avocado-basil-dressing-vegan/,[{'itemprop': 'recipeIngredient'}],
,,None,None,None,None,None,None,,VBG,dressing,dressing,https://theflexitarian.co.uk/recipe-items/super-healthy-summer-salad-bowl-creamy-avocado-basil-dressing-vegan/,[{'itemprop': 'recipeIngredient'}],
,,None,None,None,None,None,None,,NN NN,salt  pepper,salt  pepper,https://theflexitarian.co.uk/recipe-items/super-healthy-summer-salad-bowl-creamy-avocado-basil-dressing-vegan/,[{'itemprop': 'recipeIngredient'}],
,,None,None,None,None,None,None,,NNS,toppings,toppings,https://theflexitarian.co.uk/recipe-items/super-healthy-summer-salad-bowl-creamy-avocado-basil-dressing-vegan/,[{'itemprop': 'recipeIngredient'}],
,,None,None,None,None,None,None,,JJ NN IN NN NNS,small handful of cherry tomatoes,small handful of cherry tomatoes,https://theflexitarian.co.uk/recipe-items/super-healthy-summer-salad-bowl-creamy-avocado-basil-dressing-vegan/,[{'itemprop': 'recipeIngredient'}],
,,None,None,None,None,None,None,,JJ NN IN JJ NNS,small handful of pumpkin seeds,small handful of pumpkin seeds,https://theflexitarian.co.uk/recipe-items/super-healthy-summer-salad-bowl-creamy-avocado-basil-dressing-vegan/,[{'itemprop': 'recipeIngredient'}],
,,None,None,None,None,None,None,,JJ NN IN JJR NNS,small handful of sunflower seeds,small handful of sunflower seeds,https://theflexitarian.co.uk/recipe-items/super-healthy-summer-salad-bowl-creamy-avocado-basil-dressing-vegan/,[{'itemprop': 'recipeIngredient'}],
,,None,None,None,None,None,None,,JJ NN IN JJ NN NNS,small handful of shelled hemp seeds,small handful of shelled hemp seeds,https://theflexitarian.co.uk/recipe-items/super-healthy-summer-salad-bowl-creamy-avocado-basil-dressing-vegan/,[{'itemprop': 'recipeIngredient'}],
,,None,None,None,None,None,None,,VBG,dressing,dressing,https://theflexitarian.co.uk/recipe-items/super-healthy-summer-salad-bowl-creamy-avocado-basil-dressing-vegan/,[{'itemprop': 'recipeIngredient'}],
,,None,None,None,None,None,None,,NN NN,salt  pepper,salt  pepper,https://theflexitarian.co.uk/recipe-items/super-healthy-summer-salad-bowl-creamy-avocado-basil-dressing-vegan/,[{'itemprop': 'recipeIngredient'}],
,,None,None,None,None,None,None,,NNS,toppings,toppings,https://theflexitarian.co.uk/recipe-items/super-healthy-summer-salad-bowl-creamy-avocado-basil-dressing-vegan/,[{'itemprop': 'recipeIngredient'}],
,,None,None,None,None,None,None,,JJ NN IN NN NNS,small handful of cherry tomatoes,small handful of cherry tomatoes,https://theflexitarian.co.uk/recipe-items/super-healthy-summer-salad-bowl-creamy-avocado-basil-dressing-vegan/,[{'itemprop': 'recipeIngredient'}],
,,None,None,None,None,None,None,,JJ NN IN JJ NNS,small handful of pumpkin seeds,small handful of pumpkin seeds,https://theflexitarian.co.uk/recipe-items/super-healthy-summer-salad-bowl-creamy-avocado-basil-dressing-vegan/,[{'itemprop': 'recipeIngredient'}],
,,None,None,None,None,None,None,,JJ NN IN JJR NNS,small handful of sunflower seeds,small handful of sunflower seeds,https://theflexitarian.co.uk/recipe-items/super-healthy-summer-salad-bowl-creamy-avocado-basil-dressing-vegan/,[{'itemprop': 'recipeIngredient'}],
,,None,None,None,None,None,None,,JJ NN IN JJ NN NNS,small handful of shelled hemp seeds,small handful of shelled hemp seeds,https://theflexitarian.co.uk/recipe-items/super-healthy-summer-salad-bowl-creamy-avocado-basil-dressing-vegan/,[{'itemprop': 'recipeIngredient'}],
,,None,None,None,None,None,None,,VBG,dressing,dressing,https://theflexitarian.co.uk/recipe-items/super-healthy-summer-salad-bowl-creamy-avocado-basil-dressing-vegan/,[{'itemprop': 'recipeIngredient'}],
,,None,None,None,None,None,None,,NN NN,salt  pepper,salt  pepper,https://theflexitarian.co.uk/recipe-items/super-healthy-summer-salad-bowl-creamy-avocado-basil-dressing-vegan/,[{'itemprop': 'recipeIngredient'}],
,,None,None,None,None,None,None,,NNS,toppings,toppings,https://theflexitarian.co.uk/recipe-items/super-healthy-summer-salad-bowl-creamy-avocado-basil-dressing-vegan/,[{'itemprop': 'recipeIngredient'}],
,,None,None,None,None,None,None,,JJ NN IN NN NNS,small handful of cherry tomatoes,small handful of cherry tomatoes,https://theflexitarian.co.uk/recipe-items/super-healthy-summer-salad-bowl-creamy-avocado-basil-dressing-vegan/,[{'itemprop': 'recipeIngredient'}],
,,None,None,None,None,None,None,,JJ NN IN JJ NNS,small handful of pumpkin seeds,small handful of pumpkin seeds,https://theflexitarian.co.uk/recipe-items/super-healthy-summer-salad-bowl-creamy-avocado-basil-dressing-vegan/,[{'itemprop': 'recipeIngredient'}],
,,None,None,None,None,None,None,,JJ NN IN JJR NNS,small handful of sunflower seeds,small handful of sunflower seeds,https://theflexitarian.co.uk/recipe-items/super-healthy-summer-salad-bowl-creamy-avocado-basil-dressing-vegan/,[{'itemprop': 'recipeIngredient'}],
,,None,None,None,None,None,None,,JJ NN IN JJ NN NNS,small handful of shelled hemp seeds,small handful of shelled hemp seeds,https://theflexitarian.co.uk/recipe-items/super-healthy-summer-salad-bowl-creamy-avocado-basil-dressing-vegan/,[{'itemprop': 'recipeIngredient'}],
,,None,None,None,None,None,None,,IN JJR NNS,for hamburger patties,for hamburger patties,http://becausefoodislove.com/recipe/barbecue-bacon-cheeseburger-sliders/,"[{'style': 'list-style:square !important;', 'class': ['wpurp-recipe-ingredient']}]",
<_sre.SRE_Match object at 0x0000000010616BF8>,st,CD ,NNS ,CD NNS ,,,NN ,JJ NN ,"(?P<unit_1>(?P<qu_1>CD ?)+?(?P<m_1>NNS? ?)*?){1,1}(?P<item>(?P<item_adj>JJ ?)*? (?P<item_vb>VB(D|N|G|P)? ?)*?(?P<item_n>NNS? ?)+?){1,1}",CD NNS JJ NN NN NN,1.5 pounds boneless skinless chicken breast,1.5 pounds boneless skinless chicken breast,http://slowcookergourmet.net/slow-cooker-peach-balsamic-chicken-bowls/,[{'class': ['wprm-recipe-ingredient']}]
<_sre.SRE_Match object at 0x0000000010616770>,st,CD ,,CD ,,,NN ,JJ NN ,"(?P<unit_1>(?P<qu_1>CD ?)+?(?P<m_1>NNS? ?)*?){1,1}(?P<item>(?P<item_adj>JJ ?)*? (?P<item_vb>VB(D|N|G|P)? ?)*?(?P<item_n>NNS? ?)+?){1,1}",CD JJ NN NNS,0.25 cup peach preserves,0.25 cup peach preserves,http://slowcookergourmet.net/slow-cooker-peach-balsamic-chicken-bowls/,[{'class': ['wprm-recipe-ingredient']}]
<_sre.SRE_Match object at 0x0000000010616BF8>,st,CD ,NNS ,CD NNS ,,,NN,JJ NN,"(?P<unit_1>(?P<qu_1>CD ?)+?(?P<m_1>NNS? ?)*?){1,1}(?P<item>(?P<item_adj>JJ ?)*? (?P<item_vb>VB(D|N|G|P)? ?)*?(?P<item_n>NNS? ?)+?){1,1}",CD NNS JJ NN,2 tablespoons balsamic vinegar,2 tablespoons balsamic vinegar,http://slowcookergourmet.net/slow-cooker-peach-balsamic-chicken-bowls/,[{'class': ['wprm-recipe-ingredient']}]
<_sre.SRE_Match object at 0x0000000010616770>,st,CD ,,CD NN,,,NN, NN,"(?P<unit_1>(?P<qu_1>CD ?)+?(?P<m_1>NNS? ?)*?){1,1}(?P<item>(?P<item_adj>JJ ?)*? (?P<item_vb>VB(D|N|G|P)? ?)*?(?P<item_n>NNS? ?)+?){1,1}",CD NN NN,1 tablespoon honey,1 tablespoon honey,http://slowcookergourmet.net/slow-cooker-peach-balsamic-chicken-bowls/,[{'class': ['wprm-recipe-ingredient']}]
<_sre.SRE_Match object at 0x0000000010616BF8>,st,CD ,,CD NN,,VBN ,NN, VBD VBN NN,"(?P<unit_1>(?P<qu_1>CD ?)+?(?P<m_1>NNS? ?)*?){1,1}(?P<item>(?P<item_adj>JJ ?)*? (?P<item_vb>VB(D|N|G|P)? ?)*?(?P<item_n>NNS? ?)+?){1,1}",CD NN VBD VBN NN,1 teaspoon jarred minced garlic,1 teaspoon jarred minced garlic,http://slowcookergourmet.net/slow-cooker-peach-balsamic-chicken-bowls/,[{'class': ['wprm-recipe-ingredient']}]
<_sre.SRE_Match object at 0x0000000010616770>,st,CD ,,CD NN,,,NN, NN,"(?P<unit_1>(?P<qu_1>CD ?)+?(?P<m_1>NNS? ?)*?){1,1}(?P<item>(?P<item_adj>JJ ?)*? (?P<item_vb>VB(D|N|G|P)? ?)*?(?P<item_n>NNS? ?)+?){1,1}",CD NN NN,1 plantain banana,1 plantain banana,http://www.inthemoodforfood.fr/en/coconut-caramelised-plantain-banana-roasted-quinoa/,"[{'itemprop': 'ingredients', 'class': ['ingredient']}]"
<_sre.SRE_Match object at 0x00000000114F2030>,st,,,CD,,,NN , NN ,"(?P<unit_1>(?P<qu_1>CD ?)+?(?P<m_1>NNS? ?)*?){1,1}(?P<item>(?P<item_adj>JJ ?)*? (?P<item_vb>VB(D|N|G|P)? ?)*?(?P<item_n>NNS? ?)+?){1,1}",CD NN VBD,2tbsp quinoa uncooked,2tbsp quinoa uncooked,http://www.inthemoodforfood.fr/en/coconut-caramelised-plantain-banana-roasted-quinoa/,"[{'itemprop': 'ingredients', 'class': ['ingredient']}]"
<_sre.SRE_Match object at 0x000000000C302CE0>,st,CD ,NN ,CD NN ,,,NNS,JJ NNS,"(?P<unit_1>(?P<qu_1>CD ?)+?(?P<m_1>NNS? ?)*?){1,1}(?P<item>(?P<item_adj>JJ ?)*? (?P<item_vb>VB(D|N|G|P)? ?)*?(?P<item_n>NNS? ?)+?){1,1}",CD NN JJ NNS,1 cup frozen strawberries,1 cup frozen strawberries,http://www.livelymess.com/2017/08/stawberry-sugar-cookie-bars/,[{'class': ['ingredient']}]
<_sre.SRE_Match object at 0x000000000C302A28>,st,CD ,,CD ,,,NN,JJ NN,"(?P<unit_1>(?P<qu_1>CD ?)+?(?P<m_1>NNS? ?)*?){1,1}(?P<item>(?P<item_adj>JJ ?)*? (?P<item_vb>VB(D|N|G|P)? ?)*?(?P<item_n>NNS? ?)+?){1,1}",CD JJ NN,2 tbsp water,2 tbsp water,http://www.livelymess.com/2017/08/stawberry-sugar-cookie-bars/,[{'class': ['ingredient']}]
<_sre.SRE_Match object at 0x000000000C302CE0>,st,CD ,,CD NN,,,NN, NN,"(?P<unit_1>(?P<qu_1>CD ?)+?(?P<m_1>NNS? ?)*?){1,1}(?P<item>(?P<item_adj>JJ ?)*? (?P<item_vb>VB(D|N|G|P)? ?)*?(?P<item_n>NNS? ?)+?){1,1}",CD NN NN,2 tbsp sugar,2 tbsp sugar,http://www.livelymess.com/2017/08/stawberry-sugar-cookie-bars/,[{'class': ['ingredient']}]
<_sre.SRE_Match object at 0x000000000C302A28>,st,CD ,,CD NN NN,,,NN, NN,"(?P<unit_1>(?P<qu_1>CD ?)+?(?P<m_1>NNS? ?)*?){1,1}(?P<item>(?P<item_adj>JJ ?)*? (?P<item_vb>VB(D|N|G|P)? ?)*?(?P<item_n>NNS? ?)+?){1,1}",CD NN NN NN,1 tbsp lemon juice,1 tbsp lemon juice,http://www.livelymess.com/2017/08/stawberry-sugar-cookie-bars/,[{'class': ['ingredient']}]
<_sre.SRE_Match object at 0x000000000C302CE0>,st,CD ,,CD ,,,NN ,JJ NN ,"(?P<unit_1>(?P<qu_1>CD ?)+?(?P<m_1>NNS? ?)*?){1,1}(?P<item>(?P<item_adj>JJ ?)*? (?P<item_vb>VB(D|N|G|P)? ?)*?(?P<item_n>NNS? ?)+?){1,1}",CD JJ NN NN NN IN CD NNS NN,1 tbsp corn starch mixed with 3 tbsp water,1 tbsp corn starch mixed with 3 tbsp water,http://www.livelymess.com/2017/08/stawberry-sugar-cookie-bars/,[{'class': ['ingredient']}]
<_sre.SRE_Match object at 0x000000000C302A28>,st,CD ,,CD NN,,VBD ,NN , VBD NN ,"(?P<unit_1>(?P<qu_1>CD ?)+?(?P<m_1>NNS? ?)*?){1,1}(?P<item>(?P<item_adj>JJ ?)*? (?P<item_vb>VB(D|N|G|P)? ?)*?(?P<item_n>NNS? ?)+?){1,1}",CD NN VBD NN NN NN,0.5 cup salted butter room temperature,0.5 cup salted butter room temperature,http://www.livelymess.com/2017/08/stawberry-sugar-cookie-bars/,[{'class': ['ingredient']}]
<_sre.SRE_Match object at 0x000000000C302CE0>,st,CD ,,CD NNS,,VBD ,NN, VBD NN,"(?P<unit_1>(?P<qu_1>CD ?)+?(?P<m_1>NNS? ?)*?){1,1}(?P<item>(?P<item_adj>JJ ?)*? (?P<item_vb>VB(D|N|G|P)? ?)*?(?P<item_n>NNS? ?)+?){1,1}",CD NNS VBD NN,3 cups powdered sugar,3 cups powdered sugar,http://www.livelymess.com/2017/08/stawberry-sugar-cookie-bars/,[{'class': ['ingredient']}]
<_sre.SRE_Match object at 0x000000000C302A28>,st,CD ,,CD NN,,,NN, NN,"(?P<unit_1>(?P<qu_1>CD ?)+?(?P<m_1>NNS? ?)*?){1,1}(?P<item>(?P<item_adj>JJ ?)*? (?P<item_vb>VB(D|N|G|P)? ?)*?(?P<item_n>NNS? ?)+?){1,1}",CD NN NN,2 tsp vanilla,2 tsp vanilla,http://www.livelymess.com/2017/08/stawberry-sugar-cookie-bars/,[{'class': ['ingredient']}]
<_sre.SRE_Match object at 0x000000000C302A28>,st,CD ,,CD NN,,VBD ,NN , VBD NN ,"(?P<unit_1>(?P<qu_1>CD ?)+?(?P<m_1>NNS? ?)*?){1,1}(?P<item>(?P<item_adj>JJ ?)*? (?P<item_vb>VB(D|N|G|P)? ?)*?(?P<item_n>NNS? ?)+?){1,1}",CD NN VBD NN NN NN,0.5 cup salted butter room temperature,0.5 cup salted butter room temperature,http://www.livelymess.com/2017/08/stawberry-sugar-cookie-bars/,[{'class': ['ingredient']}]
<_sre.SRE_Match object at 0x000000000C302CE0>,st,CD ,,CD ,,,NN,JJ JJ NN,"(?P<unit_1>(?P<qu_1>CD ?)+?(?P<m_1>NNS? ?)*?){1,1}(?P<item>(?P<item_adj>JJ ?)*? (?P<item_vb>VB(D|N|G|P)? ?)*?(?P<item_n>NNS? ?)+?){1,1}",CD JJ JJ NN,0.5 cup white sugar,0.5 cup white sugar,http://www.livelymess.com/2017/08/stawberry-sugar-cookie-bars/,[{'class': ['ingredient']}]
<_sre.SRE_Match object at 0x000000000C302A28>,st,,,CD,,,NN, NN,"(?P<unit_1>(?P<qu_1>CD ?)+?(?P<m_1>NNS? ?)*?){1,1}(?P<item>(?P<item_adj>JJ ?)*? (?P<item_vb>VB(D|N|G|P)? ?)*?(?P<item_n>NNS? ?)+?){1,1}",CD NN,1 egg,1 egg,http://www.livelymess.com/2017/08/stawberry-sugar-cookie-bars/,[{'class': ['ingredient']}]
<_sre.SRE_Match object at 0x000000000C302CE0>,st,CD ,,CD NN,,,NN, NN,"(?P<unit_1>(?P<qu_1>CD ?)+?(?P<m_1>NNS? ?)*?){1,1}(?P<item>(?P<item_adj>JJ ?)*? (?P<item_vb>VB(D|N|G|P)? ?)*?(?P<item_n>NNS? ?)+?){1,1}",CD NN NN,2 tsp vanilla,2 tsp vanilla,http://www.livelymess.com/2017/08/stawberry-sugar-cookie-bars/,[{'class': ['ingredient']}]
<_sre.SRE_Match object at 0x000000000C302A28>,st,,,CD,,,NNS , NNS ,"(?P<unit_1>(?P<qu_1>CD ?)+?(?P<m_1>NNS? ?)*?){1,1}(?P<item>(?P<item_adj>JJ ?)*? (?P<item_vb>VB(D|N|G|P)? ?)*?(?P<item_n>NNS? ?)+?){1,1}",CD NNS VBP,1.25 cups flour,1.25 cups flour,http://www.livelymess.com/2017/08/stawberry-sugar-cookie-bars/,[{'class': ['ingredient']}]
<_sre.SRE_Match object at 0x000000000C302CE0>,st,CD ,,CD NN NN,,,NN, NN,"(?P<unit_1>(?P<qu_1>CD ?)+?(?P<m_1>NNS? ?)*?){1,1}(?P<item>(?P<item_adj>JJ ?)*? (?P<item_vb>VB(D|N|G|P)? ?)*?(?P<item_n>NNS? ?)+?){1,1}",CD NN NN NN,1 tsp baking powder,1 tsp baking powder,http://www.livelymess.com/2017/08/stawberry-sugar-cookie-bars/,[{'class': ['ingredient']}]
<_sre.SRE_Match object at 0x000000000C302A28>,st,CD ,,CD ,,,NN ,JJ NN ,"(?P<unit_1>(?P<qu_1>CD ?)+?(?P<m_1>NNS? ?)*?){1,1}(?P<item>(?P<item_adj>JJ ?)*? (?P<item_vb>VB(D|N|G|P)? ?)*?(?P<item_n>NNS? ?)+?){1,1}",CD JJ NN NN,1 tsp corn starch,1 tsp corn starch,http://www.livelymess.com/2017/08/stawberry-sugar-cookie-bars/,[{'class': ['ingredient']}]
<_sre.SRE_Match object at 0x000000000C1AFCE0>,st,CD ,NN ,CD NN ,,,NNS,JJ NNS,"(?P<unit_1>(?P<qu_1>CD ?)+?(?P<m_1>NNS? ?)*?){1,1}(?P<item>(?P<item_adj>JJ ?)*? (?P<item_vb>VB(D|N|G|P)? ?)*?(?P<item_n>NNS? ?)+?){1,1}",CD NN JJ NNS,1 cup frozen strawberries,1 cup frozen strawberries,http://www.livelymess.com/2017/08/stawberry-sugar-cookie-bars/,[{'class': ['ingredient']}]
<_sre.SRE_Match object at 0x000000000C1AFA28>,st,CD ,,CD ,,,NN,JJ NN,"(?P<unit_1>(?P<qu_1>CD ?)+?(?P<m_1>NNS? ?)*?){1,1}(?P<item>(?P<item_adj>JJ ?)*? (?P<item_vb>VB(D|N|G|P)? ?)*?(?P<item_n>NNS? ?)+?){1,1}",CD JJ NN,2 tbsp water,2 tbsp water,http://www.livelymess.com/2017/08/stawberry-sugar-cookie-bars/,[{'class': ['ingredient']}]
<_sre.SRE_Match object at 0x000000000C1AFCE0>,st,CD ,,CD NN,,,NN, NN,"(?P<unit_1>(?P<qu_1>CD ?)+?(?P<m_1>NNS? ?)*?){1,1}(?P<item>(?P<item_adj>JJ ?)*? (?P<item_vb>VB(D|N|G|P)? ?)*?(?P<item_n>NNS? ?)+?){1,1}",CD NN NN,2 tbsp sugar,2 tbsp sugar,http://www.livelymess.com/2017/08/stawberry-sugar-cookie-bars/,[{'class': ['ingredient']}]
<_sre.SRE_Match object at 0x000000000C1AFA28>,st,CD ,,CD NN NN,,,NN, NN,"(?P<unit_1>(?P<qu_1>CD ?)+?(?P<m_1>NNS? ?)*?){1,1}(?P<item>(?P<item_adj>JJ ?)*? (?P<item_vb>VB(D|N|G|P)? ?)*?(?P<item_n>NNS? ?)+?){1,1}",CD NN NN NN,1 tbsp lemon juice,1 tbsp lemon juice,http://www.livelymess.com/2017/08/stawberry-sugar-cookie-bars/,[{'class': ['ingredient']}]
<_sre.SRE_Match object at 0x000000000C1AFCE0>,st,CD ,,CD ,,,NN ,JJ NN ,"(?P<unit_1>(?P<qu_1>CD ?)+?(?P<m_1>NNS? ?)*?){1,1}(?P<item>(?P<item_adj>JJ ?)*? (?P<item_vb>VB(D|N|G|P)? ?)*?(?P<item_n>NNS? ?)+?){1,1}",CD JJ NN NN NN IN CD NNS NN,1 tbsp corn starch mixed with 3 tbsp water,1 tbsp corn starch mixed with 3 tbsp water,http://www.livelymess.com/2017/08/stawberry-sugar-cookie-bars/,[{'class': ['ingredient']}]
<_sre.SRE_Match object at 0x000000000C1AFA28>,st,CD ,,CD NN,,VBD ,NN , VBD NN ,"(?P<unit_1>(?P<qu_1>CD ?)+?(?P<m_1>NNS? ?)*?){1,1}(?P<item>(?P<item_adj>JJ ?)*? (?P<item_vb>VB(D|N|G|P)? ?)*?(?P<item_n>NNS? ?)+?){1,1}",CD NN VBD NN NN NN,0.5 cup salted butter room temperature,0.5 cup salted butter room temperature,http://www.livelymess.com/2017/08/stawberry-sugar-cookie-bars/,[{'class': ['ingredient']}]
<_sre.SRE_Match object at 0x000000000C1AFCE0>,st,CD ,,CD NNS,,VBD ,NN, VBD NN,"(?P<unit_1>(?P<qu_1>CD ?)+?(?P<m_1>NNS? ?)*?){1,1}(?P<item>(?P<item_adj>JJ ?)*? (?P<item_vb>VB(D|N|G|P)? ?)*?(?P<item_n>NNS? ?)+?){1,1}",CD NNS VBD NN,3 cups powdered sugar,3 cups powdered sugar,http://www.livelymess.com/2017/08/stawberry-sugar-cookie-bars/,[{'class': ['ingredient']}]
<_sre.SRE_Match object at 0x000000000C1AFA28>,st,CD ,,CD NN,,,NN, NN,"(?P<unit_1>(?P<qu_1>CD ?)+?(?P<m_1>NNS? ?)*?){1,1}(?P<item>(?P<item_adj>JJ ?)*? (?P<item_vb>VB(D|N|G|P)? ?)*?(?P<item_n>NNS? ?)+?){1,1}",CD NN NN,2 tsp vanilla,2 tsp vanilla,http://www.livelymess.com/2017/08/stawberry-sugar-cookie-bars/,[{'class': ['ingredient']}]
<_sre.SRE_Match object at 0x000000000C1AFA28>,st,CD ,,CD NN,,VBD ,NN , VBD NN ,"(?P<unit_1>(?P<qu_1>CD ?)+?(?P<m_1>NNS? ?)*?){1,1}(?P<item>(?P<item_adj>JJ ?)*? (?P<item_vb>VB(D|N|G|P)? ?)*?(?P<item_n>NNS? ?)+?){1,1}",CD NN VBD NN NN NN,0.5 cup salted butter room temperature,0.5 cup salted butter room temperature,http://www.livelymess.com/2017/08/stawberry-sugar-cookie-bars/,[{'class': ['ingredient']}]
<_sre.SRE_Match object at 0x000000000C1AFCE0>,st,CD ,,CD ,,,NN,JJ JJ NN,"(?P<unit_1>(?P<qu_1>CD ?)+?(?P<m_1>NNS? ?)*?){1,1}(?P<item>(?P<item_adj>JJ ?)*? (?P<item_vb>VB(D|N|G|P)? ?)*?(?P<item_n>NNS? ?)+?){1,1}",CD JJ JJ NN,0.5 cup white sugar,0.5 cup white sugar,http://www.livelymess.com/2017/08/stawberry-sugar-cookie-bars/,[{'class': ['ingredient']}]
<_sre.SRE_Match object at 0x000000000C1AFA28>,st,,,CD,,,NN, NN,"(?P<unit_1>(?P<qu_1>CD ?)+?(?P<m_1>NNS? ?)*?){1,1}(?P<item>(?P<item_adj>JJ ?)*? (?P<item_vb>VB(D|N|G|P)? ?)*?(?P<item_n>NNS? ?)+?){1,1}",CD NN,1 egg,1 egg,http://www.livelymess.com/2017/08/stawberry-sugar-cookie-bars/,[{'class': ['ingredient']}]
<_sre.SRE_Match object at 0x000000000C1AFCE0>,st,CD ,,CD NN,,,NN, NN,"(?P<unit_1>(?P<qu_1>CD ?)+?(?P<m_1>NNS? ?)*?){1,1}(?P<item>(?P<item_adj>JJ ?)*? (?P<item_vb>VB(D|N|G|P)? ?)*?(?P<item_n>NNS? ?)+?){1,1}",CD NN NN,2 tsp vanilla,2 tsp vanilla,http://www.livelymess.com/2017/08/stawberry-sugar-cookie-bars/,[{'class': ['ingredient']}]
<_sre.SRE_Match object at 0x000000000C1AFA28>,st,,,CD,,,NNS , NNS ,"(?P<unit_1>(?P<qu_1>CD ?)+?(?P<m_1>NNS? ?)*?){1,1}(?P<item>(?P<item_adj>JJ ?)*? (?P<item_vb>VB(D|N|G|P)? ?)*?(?P<item_n>NNS? ?)+?){1,1}",CD NNS VBP,1.25 cups flour,1.25 cups flour,http://www.livelymess.com/2017/08/stawberry-sugar-cookie-bars/,[{'class': ['ingredient']}]
<_sre.SRE_Match object at 0x000000000C1AFCE0>,st,CD ,,CD NN NN,,,NN, NN,"(?P<unit_1>(?P<qu_1>CD ?)+?(?P<m_1>NNS? ?)*?){1,1}(?P<item>(?P<item_adj>JJ ?)*? (?P<item_vb>VB(D|N|G|P)? ?)*?(?P<item_n>NNS? ?)+?){1,1}",CD NN NN NN,1 tsp baking powder,1 tsp baking powder,http://www.livelymess.com/2017/08/stawberry-sugar-cookie-bars/,[{'class': ['ingredient']}]
<_sre.SRE_Match object at 0x000000000C1AFA28>,st,CD ,,CD ,,,NN ,JJ NN ,"(?P<unit_1>(?P<qu_1>CD ?)+?(?P<m_1>NNS? ?)*?){1,1}(?P<item>(?P<item_adj>JJ ?)*? (?P<item_vb>VB(D|N|G|P)? ?)*?(?P<item_n>NNS? ?)+?){1,1}",CD JJ NN NN,1 tsp corn starch,1 tsp corn starch,http://www.livelymess.com/2017/08/stawberry-sugar-cookie-bars/,[{'class': ['ingredient']}]
<_sre.SRE_Match object at 0x000000000BC98770>,st,CD ,NN ,CD NN ,,,NNS,JJ NNS,"(?P<unit_1>(?P<qu_1>CD ?)+?(?P<m_1>NNS? ?)*?){1,1}(?P<item>(?P<item_adj>JJ ?)*? (?P<item_vb>VB(D|N|G|P)? ?)*?(?P<item_n>NNS? ?)+?){1,1}",CD NN JJ NNS,1 cup frozen strawberries,1 cup frozen strawberries,http://www.livelymess.com/2017/08/stawberry-sugar-cookie-bars/,[{'class': ['ingredient']}]
<_sre.SRE_Match object at 0x000000000BC98CE0>,st,CD ,,CD ,,,NN,JJ NN,"(?P<unit_1>(?P<qu_1>CD ?)+?(?P<m_1>NNS? ?)*?){1,1}(?P<item>(?P<item_adj>JJ ?)*? (?P<item_vb>VB(D|N|G|P)? ?)*?(?P<item_n>NNS? ?)+?){1,1}",CD JJ NN,2 tbsp water,2 tbsp water,http://www.livelymess.com/2017/08/stawberry-sugar-cookie-bars/,[{'class': ['ingredient']}]
